Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes;
CHAVAGNAT (Mlle), Antoinette; ; ; ;née à Rouen (Seine Inférieure). -11, rue Chanzy, Nanterre (Seine); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;264;Fantaisie orientale;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHAVAGNAT (Mlle), Antoinette; ; ; ;née à Rouen (Seine Inférieure). -11, rue Chanzy, Nanterre (Seine); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;265;Roses (plat);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEILLEY (Mlle), Jeanne; ; ; ;née à Londres (Angleterre), de parents français. -10, rue Notre Lorette, Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;266;Portrait de M. Richard-Ed-M...;Appartient à Mme Richard;;;;;;;;;;;;;;;;;;;;;;
CHEILLEY (Mlle), Jeanne; ; ; ;née à Londres (Angleterre), de parents français. -10, rue Notre Lorette, Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267;Ramasseuses de bois (Étude d'hiver);Aquarelle;;;;;;;;;;;;;;;;;;;;;;
CHEILLEY (Mlle), Jeanne; ; ; ;née à Londres (Angleterre), de parents français. -10, rue Notre Lorette, Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;268;Retour de l'herbe;Étude;;;;;;;;;;;;;;;;;;;;;;
CHEILLEY (Mlle), Jeanne; ; ; ;née à Londres (Angleterre), de parents français. -10, rue Notre Lorette, Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;269;Azalées;Aquarelle;;;;;;;;;;;;;;;;;;;;;;
CHÉRÉMÉTEW, Basile; ; ; ;né à Moscou. -71, rue de la Faisanderie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;270;Soirée d'hiver en Russie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;271;Le Calme. Marine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;272;Le port de la Chambre, Ile;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;273;La Baie de Bréhat. Marine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;274;Etude dans le port de la Rochelle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;275;Le Phare du Paon (Bréhat;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;276;Quatre études dans Paris;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;277;Les Patineurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;278;Mer basse à Fouras;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;279;Au soleil;Etude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALIER, Ernest-Jean; ; ; ;né à La Rochelle. -55, rue Rennequin, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;280;Etude à la Grande;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALLIER, Henri; ; ; ;né à Lyon. - 35, rue de l'En fance, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281;Bergerie à la Grande-Chartreuse (Isère);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALLIER, Henri; ; ; ;né à Lyon. - 35, rue de l'En fance, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;282;Paysage de Rossillon (Ain);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CHEVALLIER, Léon-Pierre; ; ; ;né à Sablé (Sarthe). 143, avenue de Neuilly, Neuilly; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;283;Portrait de Mlle X.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLARIS, Gaston; ; ; ;né à Montpellier (Hérault). -46, rue Chaptal, Levallois-Perret (Seine); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;284;Le jardin du capitaine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLARIS, Gaston; ; ; ;né à Montpellier (Hérault). -46, rue Chaptal, Levallois-Perret (Seine); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;285;Le billet de logement;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLAUDON, Roger; ; ; ;né à Paris. - 26, rue Bréda; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;286;Jardin potager;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLAUDON, Roger; ; ; ;né à Paris. - 26, rue Bréda; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;287;Arroseur;Etude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLAUDON, Roger; ; ; ;né à Paris. - 26, rue Bréda; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;288;Le Drochon;Panneau décoratif; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLAUDON, Roger; ; ; ;né à Paris. - 26, rue Bréda; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;289;Au bord de la rivière;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLAUDON, Roger; ; ; ;né à Paris. - 26, rue Bréda; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;290;Sur l'eau;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLOUET, Maurice; ; ; ;né à Paris. -Bois-Colombes, 7, rue des Carbonnets; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;291;Souvenir;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CLOUET, Maurice; ; ; ;né à Paris. -Bois-Colombes, 7, rue des Carbonnets; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;292;Portrait;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOLAS, Louis-Auguste; ; ; ;né à Gouville (Manche). - 74-76, rue J.-J. Rousseau; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;293;Etude, aquarelle Mlle X..;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;294;Un ruisseau des Vaux de Cernay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;295;Village de Cernay en 86;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;296;Mare près l'hôtel des Cascades. (Vallée de Cernay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;297;Casino et Château de Dieppe;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;298;Héron de l'année et Vanneaux;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;299;Bout de verger à Cernay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CCOMBLE, Paul; ; ; ; né à Vitry-le-Croisé (Aube); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;300;Eglise de Cernay;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORMIER, Emilie; ; ; ;née à Paris. -15, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;301;Soleil couchant sur la mer;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORMIER, Emilie; ; ; ;née à Paris. -15, quai Bourbon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;302;Hangar normand;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;303;Sous bois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;304;Sous bois de sapins, dans les Cévènnes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;305;Sous bois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;306;Chemin du Vernet (Haut;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;307;Effet d'automne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;308;Environs de St-Etienne (Loire);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CORONT, Joseph; ; ; ;né à Vanosc (Ardèche). -9, rue de Tournon, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;309;Pêches et Prunes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;310;Croquis;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;311;Plage de la Vignasse;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;312;Plage de Baigne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;313;Pointe de la Galère;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;314;Calanque des Antibois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;315;Courses de taureaux, à Paris;Appartient à Mme Bertout; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CROSS, Henri-Edmond; ; ; ;né à Douai. -18, rue de Siam, Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;316;Les Vendanges (Var);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CUVILLIER, Eugène-Henri; ; ; ;né à Paris. -11 bis rue de Moscou; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317;Retournemer (Vosges);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
CUVILLIER, Eugène-Henri; ; ; ;né à Paris. -11 bis rue de Moscou; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;318;Baigneuse;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;319;La route;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;320;Brouillard du matin sur la Creuse;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;321;Souvenir du 14 juillet;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;322;Femme brune;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;323;Femme blonde;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;324;Femme rousse;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;325;Matinée de soleil en Normandie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;326;Environs de St;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;327;Cormeilles, en Vexin;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAGNAUX, Albert; ; ; ;né à Paris. -50, rue St; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;328;Bergère et son chien;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DANIEL-MONFREID, George; ; ; ;né à Paris. -31, rue Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;329;Chaumière à Vareilles (Lozère;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DANIEL-MONFREID, George; ; ; ;né à Paris. -31, rue Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;330;Les Moissons en Cerdagne;Appartient à M. M. de P; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DANIEL-MONFREID, George; ; ; ;né à Paris. -31, rue Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;331;Village en Cerdagne;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DANIEL-MONFREID, George; ; ; ;né à Paris. -31, rue Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;332;Etude de figure;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DANIEL-MONFREID, George; ; ; ;né à Paris. -31, rue Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;333;Le Pays d'Apcher (Lozère);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DANIEL-MONFREID, George; ; ; ;né à Paris. -31, rue Saint; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;334;Portrait;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
DAVRIGNY, Joseph; ; ; ;né à Paris. -76, rue de Passy; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;335;Enfin, seul;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;
